Brand,User_Age,Daily_Usage_(in_minutes)
Samsung,64,9
Xioami,32,149
Vivo,57,135
Nokia,28,81
Motorola,32,141
Motorola,60,223
Vivo,86,152
Apple,31,207
Oppo,39,104
Nokia,43,96
Nokia,35,184
Samsung,28,24
Oppo,36,79
OnePlus,26,170
OnePlus,27,-68
Honor,50,13
RealMe,20,63
Oppo,26,179
Apple,68,167
OnePlus,35,12
RealMe,28,100
Motorola,17,401
Apple,41,123
LYF,44,58
Samsung,28,141
Xioami,44,229
Apple,61,7
Nokia,46,24
RealMe,37,171
LG,23,100
Lenovo,37,121
Vivo,67,-17
Lenovo,57,248
Lenovo,44,182
RealMe,35,87
Nokia,39,230
Apple,38,23
Apple,37,315
Motorola,18,104
Apple,53,133
OnePlus,23,46
RealMe,12,233
Honor,48,64
Vivo,20,176
OnePlus,28,67
Nokia,52,84
LYF,50,-9
Nokia,42,132
Samsung,35,123
Apple,39,199
Lenovo,35,139
Lenovo,60,206
LG,24,82
Samsung,43,-23
Lenovo,62,81
Nokia,32,128
RealMe,35,69
Xioami,37,25
Motorola,44,56
Samsung,18,194
Xioami,15,113
Motorola,48,231
RealMe,54,73
Vivo,24,151
Vivo,33,166
Honor,65,167
Honor,46,93
Vivo,35,79
Nokia,27,259
LG,41,67
Nokia,27,17
Vivo,66,191
Nokia,22,-24
Oppo,53,220
LG,87,228
RealMe,36,-42
Honor,43,128
Nokia,25,160
RealMe,34,217
OnePlus,44,121
Lenovo,31,151
RealMe,61,115
Apple,15,61
Apple,22,42
Motorola,45,175
RealMe,34,250
Oppo,31,-54
Motorola,33,121
Oppo,39,127
Samsung,25,120
Oppo,19,257
Motorola,37,52
RealMe,24,29
OnePlus,67,140
Nokia,48,68
LG,41,33
LG,34,129
LG,33,173
Xioami,51,10
LYF,33,32
RealMe,30,42
Motorola,27,127
Vivo,31,-28
LYF,21,193
Samsung,31,165
Lenovo,30,171
LYF,17,68
Xioami,44,193
Vivo,55,68
LG,92,125
OnePlus,44,6
Motorola,36,52
Lenovo,52,39
Lenovo,87,168
Samsung,25,102
Lenovo,45,86
Vivo,42,33
Motorola,28,-14
Samsung,22,55
LG,30,72
Vivo,40,232
Apple,11,36
Honor,50,76
Xioami,55,126
Motorola,74,130
Lenovo,60,95
Oppo,64,37
Apple,22,79
Nokia,31,113
Samsung,24,106
Honor,34,216
Apple,57,59
Oppo,26,24
Xioami,46,216
LYF,31,-48
OnePlus,64,66
OnePlus,42,136
Xioami,21,262
Honor,22,193
RealMe,29,119
Xioami,42,270
Oppo,39,64
Xioami,30,105
Oppo,16,27
Honor,45,292
LYF,40,136
OnePlus,54,14
LYF,51,28
Samsung,35,112
Oppo,31,30
Nokia,36,102
Vivo,44,243
Motorola,60,-100
Oppo,29,157
LG,30,101
Apple,55,158
LG,37,4
RealMe,46,111
Honor,58,228
LYF,40,149
LG,48,143
Xioami,32,54
RealMe,35,101
Vivo,24,235
Apple,25,2
Samsung,40,11
Xioami,32,63
RealMe,23,77
Oppo,55,111
RealMe,22,248
Xioami,27,117
OnePlus,85,144
Vivo,51,238
Xioami,34,85
RealMe,91,221
Samsung,38,103
Nokia,50,13
Xioami,35,26
Honor,22,223
Samsung,47,65
Apple,38,128
Honor,61,177
Vivo,16,221
RealMe,53,96
Lenovo,18,56
Nokia,15,97
Apple,21,52
RealMe,28,169
Apple,34,258
Vivo,16,84
Apple,18,115
Xioami,47,192
Vivo,55,36
Honor,32,134
LG,63,211
Motorola,23,86
LYF,52,109
Oppo,29,20
Vivo,23,24
Motorola,19,54
LG,26,111
Vivo,19,133
Honor,43,46
Vivo,37,165
Samsung,30,-2
Oppo,61,26
Oppo,32,192
Oppo,38,129
Xioami,50,7
Oppo,24,47
LYF,43,133
LYF,52,6
Samsung,28,147
Vivo,33,180
Honor,62,88
Lenovo,32,271
Samsung,38,291
Apple,12,151
Honor,33,55
Lenovo,54,162
Vivo,32,49
LG,23,47
Vivo,37,163
Samsung,24,-58
RealMe,29,56
Apple,43,137
Vivo,31,221
LYF,34,86
Lenovo,31,158
Honor,63,-22
OnePlus,52,136
Lenovo,42,104
OnePlus,53,271
RealMe,57,164
Xioami,34,115
Apple,72,9
Samsung,43,9
Motorola,18,-35
RealMe,41,360
Oppo,20,-42
Samsung,44,49
Vivo,35,37
RealMe,27,188
LYF,58,120
Honor,13,117
Lenovo,48,107
LG,51,119
Vivo,53,172
RealMe,56,195
Vivo,23,140
Xioami,33,218
LYF,56,189
Oppo,23,150
Apple,30,44
Lenovo,20,37
OnePlus,29,6
OnePlus,22,108
Xioami,12,146
Samsung,26,80
Nokia,19,162
Vivo,29,171
Apple,66,133
Lenovo,31,127
Nokia,36,43
Samsung,25,89
Honor,37,213
Motorola,49,54
RealMe,19,117
Vivo,17,71
Motorola,75,200
LG,32,117
Motorola,36,196
Vivo,43,146
Lenovo,37,382
Vivo,41,343
Honor,50,226
Lenovo,35,155
Apple,22,255
Xioami,29,95
Lenovo,31,-16
Xioami,16,157
Apple,36,54
Apple,48,56
Honor,28,19
LYF,66,198
Honor,45,71
LG,28,19
OnePlus,28,87
Honor,32,215
Xioami,32,116
Apple,31,133
Nokia,29,80
RealMe,51,164
Samsung,45,307
Honor,60,52
Samsung,28,82
RealMe,32,101
LYF,47,105
OnePlus,35,172
Honor,18,6
Samsung,20,87
LG,34,193
Xioami,60,78
Motorola,40,-52
LG,11,267
RealMe,30,120
Xioami,47,72
Vivo,37,216
OnePlus,29,0
RealMe,41,168
LYF,16,0
LYF,40,280
Apple,15,83
Lenovo,22,13
Samsung,57,179
Honor,41,123
Apple,23,128
RealMe,43,95
RealMe,22,219
Oppo,36,222
Samsung,27,99
OnePlus,50,195
Samsung,54,111
Nokia,66,329
Samsung,45,1
Apple,38,169
OnePlus,36,196
Nokia,29,152
OnePlus,39,33
Oppo,39,148
RealMe,32,160
Xioami,16,229
Samsung,16,-84
Honor,57,29
RealMe,40,66
Samsung,14,159
Vivo,19,24
OnePlus,42,177
Lenovo,60,65
Apple,38,29
Samsung,33,141
Apple,20,198
Nokia,27,132
Motorola,49,264
Motorola,17,149
Xioami,78,147
Apple,41,51
Samsung,26,5
Lenovo,53,128
LYF,22,288
Lenovo,21,-49
Oppo,29,33
Vivo,49,53
LG,64,60
Lenovo,32,82
Nokia,40,125
Nokia,37,110
Motorola,14,111
Samsung,29,181
Motorola,43,-7
LYF,34,29
OnePlus,31,77
Nokia,39,247
Nokia,25,142
LYF,42,25
Xioami,33,151
Nokia,48,147
Samsung,39,221
LYF,43,77
OnePlus,31,82
Nokia,14,-31
Oppo,22,116
LYF,26,225
Nokia,40,64
Samsung,34,233
OnePlus,43,184
Oppo,12,188
Nokia,33,225
Vivo,52,91
LG,23,89
Nokia,39,193
Apple,46,270
LYF,39,8
Honor,49,147
Honor,43,221
RealMe,32,8
Motorola,31,40
Samsung,68,224
OnePlus,36,59
OnePlus,38,105
LYF,48,-5
Motorola,13,36
Honor,25,99
Xioami,29,161
Honor,27,58
Vivo,33,-5
Apple,41,178
Apple,62,246
Lenovo,71,98
Apple,21,78
Motorola,21,160
Vivo,26,183
Honor,19,88
Apple,36,77
LG,70,189
Apple,32,158
LG,49,25
Xioami,60,76
Honor,10,143
Honor,25,136
Oppo,47,103
LG,85,93
OnePlus,17,184
LG,28,102
Motorola,38,7
Oppo,40,129
Motorola,21,162
Motorola,29,144
OnePlus,60,142
Vivo,41,33
Samsung,32,100
Motorola,32,168
Motorola,43,198
Motorola,31,124
Nokia,42,175
Xioami,39,62
Lenovo,31,134
Vivo,42,98
Lenovo,28,130
LG,14,233
Oppo,52,-11
Lenovo,27,78
Nokia,53,111
LG,47,75
RealMe,30,157
Lenovo,35,112
Vivo,34,81
Nokia,35,162
Oppo,47,41
Lenovo,64,135
Oppo,24,232
Oppo,26,17
Lenovo,49,142
Oppo,50,150
Honor,10,113
Lenovo,33,209
Nokia,27,35
RealMe,37,50
Nokia,39,224
Motorola,30,66
LYF,34,149
RealMe,45,100
RealMe,35,198
Honor,21,130
Samsung,40,196
Xioami,23,126
Lenovo,12,259
RealMe,47,-77
Motorola,75,63
Lenovo,82,90
Vivo,11,-103
OnePlus,37,181
Motorola,60,104
Xioami,95,271
RealMe,23,92
Honor,23,87
Nokia,36,-4
LG,89,88
Apple,39,72
Motorola,47,47
LG,71,122
LG,34,181
Samsung,41,148
OnePlus,21,174
Motorola,46,65
Motorola,90,-19
Apple,58,28
OnePlus,24,18
Lenovo,31,184
RealMe,47,246
Apple,31,140
OnePlus,51,-8
LYF,47,115
Vivo,38,87
Motorola,51,98
Honor,16,91
Motorola,20,192
RealMe,51,121
LG,34,112
LYF,30,230
Honor,61,85
Xioami,46,140
LG,26,118
OnePlus,11,95
Xioami,21,138
Motorola,38,112
Vivo,40,122
Lenovo,55,158
Honor,32,117
Xioami,61,149
Vivo,41,169
Nokia,43,98
LG,26,35
Nokia,41,150
RealMe,23,155
OnePlus,69,92
LG,22,76
Motorola,36,88
Oppo,63,294
LYF,35,138
OnePlus,44,89
Honor,46,66
Apple,35,15
Nokia,42,68
LG,34,138
LYF,23,31
LYF,50,90
Honor,32,254
LG,26,202
Vivo,52,242
Vivo,54,113
Motorola,44,163
LG,32,87
Nokia,60,146
Nokia,32,143
Xioami,36,-11
RealMe,58,99
Motorola,18,36
LG,26,29
LG,27,135
